Card,Date,Description,Amount,Category
Custom Cash,12/29/2023,COURTYARD JFK INTL AIR JAMAICA NY PHONE NUMBER: 2123423232 FOLIO NUMBER: M36541 ARRIVE: 12/29/2023 DEPART:12/29/2023,39.77,Uncategorized
Custom Cash,12/28/2023,COURTYARD JFK INTL AIR JAMAICA NY PHONE NUMBER: 2123423232 FOLIO NUMBER: M36405 ARRIVE: 12/28/2023 DEPART:12/28/2023,10.89,Uncategorized
Custom Cash,12/15/2023,"ONLINE PAYMENT, THANK YOU",-59.53,Uncategorized
Custom Cash,12/15/2023,PEI WEI EXPRESS DTW DETROIT MI null XXXXXXXXXXXX9868,13.77,Uncategorized
Custom Cash,12/15/2023,SEA GREEDYCOW BURGER 1 TUKWILA WA null XXXXXXXXXXXX9868,22.45,Uncategorized
Custom Cash,12/14/2023,K&D BISTRO YPSILANTI MI,13.73,Uncategorized
Custom Cash,12/09/2023,TST* TOMUKUN KOREAN BB Ann Arbor MI,59.53,Uncategorized
Custom Cash,12/08/2023,"ONLINE PAYMENT, THANK YOU",-218.36,Uncategorized
Custom Cash,12/04/2023,"ONLINE PAYMENT, THANK YOU",-242.82,Uncategorized
Custom Cash,12/02/2023,BOYNE MTN F&B -DIN BOYNE FALLS MI,32.62,Uncategorized
Custom Cash,12/02/2023,BOYNE MTN F&B -DIN BOYNE FALLS MI,66.7,Uncategorized
Custom Cash,12/01/2023,TST* TOMUKUN KOREAN BB Ann Arbor MI,119.04,Uncategorized
Custom Cash,11/29/2023,K&D BISTRO YPSILANTI MI,15.85,Uncategorized
Custom Cash,11/28/2023,PEARL RIVER BELLEVILLE MI,11.93,Uncategorized
Custom Cash,11/27/2023,TST* ANTIGUO LOBO 470-385-6502 GA null XXXXXXXXXXXX9868,48.2,Uncategorized
Custom Cash,11/27/2023,Subway 25044 7344857827 MI null XXXXXXXXXXXX9868,12.5,Uncategorized
Custom Cash,11/27/2023,CHICK-FIL-A #05035 BROOKHAVEN GA null XXXXXXXXXXXX9868,8.51,Uncategorized
Custom Cash,11/26/2023,TECH DINING-BLUE DONKE ATLANTA GA,6.81,Uncategorized
Custom Cash,11/25/2023,JINYA RAMEN BAR - BUCK ATLANTA GA,29.06,Uncategorized
Custom Cash,11/25/2023,SQ *AMORINO ATLANTA LE Atlanta GA,11.0,Uncategorized
Custom Cash,11/25/2023,SQ *KUNG FU TEA DORAVI Doraville GA,14.36,Uncategorized
Custom Cash,11/25/2023,AVELLINO'S PIZZERIA ATLANTA GA,29.0,Uncategorized
Custom Cash,11/20/2023,TIM HORTONS #915663 BELLEVILLE MI null XXXXXXXXXXXX9868,6.58,Uncategorized
Custom Cash,11/18/2023,"ONLINE PAYMENT, THANK YOU",-49.61,Uncategorized
Custom Cash,11/18/2023,TST* NIU SUSHI Chicago IL,23.17,Uncategorized
Custom Cash,11/18/2023,FILINI RESTAURANT CHICAGO IL,25.85,Uncategorized
Custom Cash,11/11/2023,"ONLINE PAYMENT, THANK YOU",-186.73,Uncategorized
Custom Cash,11/11/2023,TST* Niu Sushi Chicago IL,49.61,Uncategorized
Custom Cash,11/07/2023,PEARL RIVER BELLEVILLE MI,12.72,Uncategorized
Custom Cash,11/06/2023,K&D BISTRO YPSILANTI MI,43.88,Uncategorized
Custom Cash,11/05/2023,TST* Tomukun Korean BB Ann Arbor MI,16.96,Uncategorized
Custom Cash,11/02/2023,Subway 25044 7344857827 MI null XXXXXXXXXXXX9868,11.12,Uncategorized
Custom Cash,10/29/2023,SNACK* SHARETEA ANN AR SAN FRANCISCO CA null XXXXXXXXXXXX9868,7.37,Uncategorized
Custom Cash,10/25/2023,SQ *KURA REVOLVING SUS Novi MI,50.0,Uncategorized
Custom Cash,10/23/2023,Subway 25044 Belleville MI null XXXXXXXXXXXX9868,11.02,Uncategorized
Custom Cash,10/22/2023,"ONLINE PAYMENT, THANK YOU",-110.4,Uncategorized
Custom Cash,10/22/2023,FIVE GUYS 1696 QSR SAINT JOSEPH MI,17.57,Uncategorized
Custom Cash,10/21/2023,TST* Cafe Press Chicag Chicago IL null XXXXXXXXXXXX9868,4.97,Uncategorized
Custom Cash,10/20/2023,Subway 25044 Belleville MI null XXXXXXXXXXXX9868,11.12,Uncategorized
Custom Cash,10/19/2023,SLURPING TURTLE - ANN ANN ARBOR MI,33.68,Uncategorized
Custom Cash,10/18/2023,Subway 25044 Belleville MI null XXXXXXXXXXXX9868,11.12,Uncategorized
Custom Cash,10/14/2023,CHIPOTLE ONLINE CHIPOTLE.COM CA null XXXXXXXXXXXX9868,11.61,Uncategorized
Custom Cash,10/13/2023,"ONLINE PAYMENT, THANK YOU",-269.55,Uncategorized
Custom Cash,10/13/2023,DOMINO'S 1118 ANN ARBOR MI null XXXXXXXXXXXX9868,38.14,Uncategorized
Custom Cash,10/12/2023,K&D BISTRO YPSILANTI MI null XXXXXXXXXXXX9868,15.85,Uncategorized
Custom Cash,10/10/2023,Subway 25044 Belleville MI null XXXXXXXXXXXX9868,14.82,Uncategorized
Custom Cash,10/08/2023,TST* Tomukun Korean BB Ann Arbor MI,96.72,Uncategorized
Custom Cash,10/07/2023,SLURPING TURTLE - ANN ANN ARBOR MI,72.54,Uncategorized
Custom Cash,10/04/2023,PEARL RIVER BELLEVILLE MI,12.72,Uncategorized
Custom Cash,10/02/2023,LITTLE CAESARS #0119 VAN BUREN TWP MI,17.21,Uncategorized
Custom Cash,10/01/2023,SLURPING TURTLE - ANN ANN ARBOR MI,37.86,Uncategorized
Custom Cash,09/30/2023,POTBELLY #26 ANN ARBOR MI null XXXXXXXXXXXX9868,17.68,Uncategorized
Custom Cash,09/27/2023,"ONLINE PAYMENT, THANK YOU",-86.8,Uncategorized
Custom Cash,09/25/2023,"ONLINE PAYMENT, THANK YOU",-118.22,Uncategorized
Custom Cash,09/23/2023,CHIPOTLE ONLINE CHIPOTLE.COM CA null XXXXXXXXXXXX9868,12.4,Uncategorized
Custom Cash,09/23/2023,TST* Tomukun Korean BB Ann Arbor MI,74.4,Uncategorized
Custom Cash,09/20/2023,DOMINO'S 1109 ANN ARBOR MI null XXXXXXXXXXXX9868,28.6,Uncategorized
Custom Cash,09/19/2023,Subway 25044 Belleville MI null XXXXXXXXXXXX9868,11.65,Uncategorized
Custom Cash,09/17/2023,SNACK* JASMINE BUBBLE SAN FRANCISCO CA null XXXXXXXXXXXX9868,4.67,Uncategorized
Custom Cash,09/16/2023,SNACK* TEA NINJA AA SAN FRANCISCO CA null XXXXXXXXXXXX9868,6.31,Uncategorized
Custom Cash,09/16/2023,APPLEBEES 8087 BELLEVILLE MI,15.77,Uncategorized
Custom Cash,09/16/2023,TST* Tomukun Noodle Ba Ann Arbor MI,23.14,Uncategorized
Custom Cash,09/15/2023,K&D BISTRO YPSILANTI MI,16.43,Uncategorized
Custom Cash,09/13/2023,"ONLINE PAYMENT, THANK YOU",-503.69,Uncategorized
Custom Cash,09/12/2023,Subway 25044 Belleville MI null XXXXXXXXXXXX9868,11.65,Uncategorized
Custom Cash,09/11/2023,Subway 25044 Belleville MI null XXXXXXXXXXXX9868,11.65,Uncategorized
Custom Cash,09/10/2023,THE PURPLE PIG CHICAGO IL,239.5,Uncategorized
Custom Cash,09/09/2023,SQ *GATHERS TEA BAR Chicago IL null XXXXXXXXXXXX9868,15.09,Uncategorized
Custom Cash,09/08/2023,FIVE GUYS 1696 QSR SAINT JOSEPH MI null XXXXXXXXXXXX9868,17.57,Uncategorized
Custom Cash,09/02/2023,TST* No Thai- Plymouth Ann Arbor MI null XXXXXXXXXXXX9868,13.25,Uncategorized
Custom Cash,09/01/2023,K&D BISTRO YPSILANTI MI null XXXXXXXXXXXX9868,16.43,Uncategorized
Custom Cash,08/27/2023,MAMA SATTO ANN ARBOR MI,69.44,Uncategorized
Custom Cash,08/26/2023,SQ *LAB CAFE Ann Arbor MI null XXXXXXXXXXXX9868,6.75,Uncategorized
Custom Cash,08/26/2023,TST* Tomukun Korean BB Ann Arbor MI,82.0,Uncategorized
Custom Cash,08/25/2023,"ONLINE PAYMENT, THANK YOU",-72.38,Uncategorized
Custom Cash,08/25/2023,K&D BISTRO YPSILANTI MI null XXXXXXXXXXXX9868,32.01,Uncategorized
Custom Cash,08/18/2023,MEMBERSHIP FEE AUG 23-JUL 24,0.0,Uncategorized
Custom Cash,08/17/2023,BUFFALO WILD WINGS YPS YPSILANTI MI null XXXXXXXXXXXX9868,12.66,Uncategorized
Custom Cash,08/14/2023,MOMO RESTAURANT ANN ARBOR MI null XXXXXXXXXXXX9868,27.38,Uncategorized
Custom Cash,08/11/2023,"ONLINE PAYMENT, THANK YOU",-47.88,Uncategorized
Custom Cash,08/10/2023,VKITCHEN VIETNAMESE CU ANN ARBOR MI,32.34,Uncategorized
Custom Cash,08/05/2023,TST* Tomukun Korean BB Ann Arbor MI null XXXXXXXXXXXX9868,36.8,Uncategorized
Custom Cash,08/04/2023,CHIPOTLE ONLINE CHIPOTLE.COM CA null XXXXXXXXXXXX9868,11.08,Uncategorized
Custom Cash,08/01/2023,"ONLINE PAYMENT, THANK YOU",-48.78,Uncategorized
Custom Cash,07/29/2023,CHIPOTLE ONLINE CHIPOTLE.COM CA null XXXXXXXXXXXX9868,12.4,Uncategorized
Custom Cash,07/29/2023,CANNELLE ANN ARBOR LLC ANN ARBOR MI null XXXXXXXXXXXX9868,6.5,Uncategorized
Custom Cash,07/28/2023,K&D BISTRO YPSILANTI MI null XXXXXXXXXXXX9868,18.76,Uncategorized
Custom Cash,07/27/2023,Subway 25044 Belleville MI null XXXXXXXXXXXX9868,11.12,Uncategorized
Custom Cash,07/22/2023,"ONLINE PAYMENT, THANK YOU",-6.95,Uncategorized
Custom Cash,07/13/2023,K'S COFFEE HOUSE BERKELEY CA null XXXXXXXXXXXX9868,6.95,Uncategorized
Custom Cash,07/12/2023,"ONLINE PAYMENT, THANK YOU",-418.98,Uncategorized
Custom Cash,07/08/2023,HONG KONG EAST OCEAN S EMERYVILLE CA,108.82,Uncategorized
Custom Cash,07/03/2023,TST* DIN TAI FUNG - UT SAN DIEGO CA,186.1,Uncategorized
Custom Cash,07/01/2023,SNACK* RARETEA (BERKEL SAN FRANCISCO CA null XXXXXXXXXXXX9868,4.95,Uncategorized
Custom Cash,07/01/2023,SNACK* TP TEA - BERKEL SAN FRANCISCO CA null XXXXXXXXXXXX9868,5.75,Uncategorized
Custom Cash,06/29/2023,SP BUTTER PECAN BAKE HERCULES CA,19.8,Uncategorized
Custom Cash,06/28/2023,"ONLINE PAYMENT, THANK YOU",-181.15,Uncategorized
Custom Cash,06/28/2023,MOO BONG RI. OAKLAND CA,93.56,Uncategorized
Custom Cash,06/26/2023,SNACK* RARETEA (BERKEL SAN FRANCISCO CA null XXXXXXXXXXXX9868,9.48,Uncategorized
Custom Cash,06/26/2023,K'S COFFEE HOUSE INC BERKELEY CA null XXXXXXXXXXXX9868,6.95,Uncategorized
Custom Cash,06/24/2023,SQ *PERFECT POUR CAFE Pacifica CA,14.52,Uncategorized
Custom Cash,06/24/2023,CHICK-FIL-A #04932 OAKLAND CA,12.45,Uncategorized
Custom Cash,06/23/2023,CHIPOTLE 2703 BERKELEY CA null XXXXXXXXXXXX9868,13.23,Uncategorized
Custom Cash,06/23/2023,SQ *IPPUDO BERKELEY Berkeley CA,64.12,Uncategorized
Custom Cash,06/22/2023,PAR*MARUGAME UDON - BE BERKELEY CA null XXXXXXXXXXXX9868,14.06,Uncategorized
Custom Cash,06/21/2023,CHIPOTLE 2703 BERKELEY CA null XXXXXXXXXXXX9868,12.68,Uncategorized
Custom Cash,06/17/2023,TST* TIPSY PUTT - EMER EMERYVILLE CA null XXXXXXXXXXXX9868,33.66,Uncategorized
Custom Cash,06/16/2023,"ONLINE PAYMENT, THANK YOU",-179.85,Uncategorized
Custom Cash,06/09/2023,TUK TUK THAI CAFE BERKELEY CA,16.44,Uncategorized
Custom Cash,06/08/2023,SQ *SOUTHSIDE STATION gosq.com CA,19.85,Uncategorized
Custom Cash,06/04/2023,BAKEUSA_1 SAN FRANCISCO CA null XXXXXXXXXXXX9868,4.12,Uncategorized
Custom Cash,06/04/2023,TST* Barneys Gourmet H Berkeley CA,125.38,Uncategorized
Custom Cash,05/26/2023,PAR*MARUGAME UDON - BE BERKELEY CA null XXXXXXXXXXXX9868,14.06,Uncategorized
Custom Cash,05/24/2023,"ONLINE PAYMENT, THANK YOU",-428.11,Uncategorized
Custom Cash,05/20/2023,"ONLINE PAYMENT, THANK YOU",-268.6,Uncategorized
Custom Cash,05/20/2023,SQ *WAKO JAPANESE REST San Francisco CA,428.11,Uncategorized
Custom Cash,05/18/2023,PY *STRADAVARIUS 1 BERKELEY CA null XXXXXXXXXXXX9868,8.12,Uncategorized
Custom Cash,05/11/2023,SQ *BLUE BOTTLE COFFEE San Francisco CA,18.72,Uncategorized
Custom Cash,05/11/2023,DUMPLING HOME SAN FRANCISCO CA,110.87,Uncategorized
Custom Cash,05/11/2023,SHATTUCK PLAZA HOTEL BERKELEY CA,35.91,Uncategorized
Custom Cash,05/10/2023,"ONLINE PAYMENT, THANK YOU",-200.87,Uncategorized
Custom Cash,05/08/2023,NIKKO SUSHI. BERKELEY CA,94.98,Uncategorized
Custom Cash,05/05/2023,SQ *ROMEO'S COFFEE Berkeley CA,4.5,Uncategorized
Custom Cash,05/04/2023,PAR*MARUGAME UDON - BE BERKELEY CA null XXXXXXXXXXXX9868,16.16,Uncategorized
Custom Cash,05/03/2023,DUMPLING HOME SAN FRANCISCO CA,166.99,Uncategorized
Custom Cash,04/29/2023,"ONLINE PAYMENT, THANK YOU",-27.0,Uncategorized
Custom Cash,04/29/2023,SQ *ROMEO'S COFFEE Berkeley CA null XXXXXXXXXXXX9868,13.22,Uncategorized
Custom Cash,04/16/2023,LITTLE PLEARN THAI KI BERKELEY CA,27.0,Uncategorized
Custom Cash,04/14/2023,"ONLINE PAYMENT, THANK YOU",-183.91,Uncategorized
Custom Cash,04/12/2023,CHIPOTLE ONLINE 9495244000 CA null XXXXXXXXXXXX9868,12.68,Uncategorized
Custom Cash,04/11/2023,BAO BAO CAFE SAN FRANCISCO CA null XXXXXXXXXXXX9868,12.61,Uncategorized
Custom Cash,04/08/2023,"ONLINE PAYMENT, THANK YOU",-75.86,Uncategorized
Custom Cash,04/08/2023,DRUNKEN MONKEY TRUCKEE CA,122.0,Uncategorized
Custom Cash,04/08/2023,BLUEBIRD PALISADES OLYMPIC VALLE CA null XXXXXXXXXXXX9868,20.46,Uncategorized
Custom Cash,04/07/2023,PAR*MARUGAME UDON - BE BERKELEY CA null XXXXXXXXXXXX9868,16.16,Uncategorized
Custom Cash,04/05/2023,SQ *AKI JAPANESE RESTA Berkeley CA null XXXXXXXXXXXX9868,15.52,Uncategorized
Custom Cash,04/02/2023,SQ *BLUE BOTTLE COFFEE Berkeley CA,8.0,Uncategorized
Custom Cash,04/02/2023,PAR*MARUGAME UDON - BE BERKELEY CA,46.27,Uncategorized
Custom Cash,03/26/2023,"ONLINE PAYMENT, THANK YOU",-272.46,Uncategorized
Custom Cash,03/25/2023,TST* Tartine Bakery - San Francisco CA,6.07,Uncategorized
Custom Cash,03/22/2023,SQ *PHO K&K Berkeley CA null XXXXXXXXXXXX9868,22.4,Uncategorized
Custom Cash,03/21/2023,SEAMLSSTHAIBASILCUISI 8002561020 NY null XXXXXXXXXXXX9868,17.03,Uncategorized
Custom Cash,03/19/2023,STARBUCKS STORE 00301 SEATTLE WA,14.94,Uncategorized
Custom Cash,03/19/2023,RABBIT RABBIT TEA SEA CHICAGO IL,7.57,Uncategorized
Custom Cash,03/18/2023,TST* Portage Bay Cafe Seattle WA,44.89,Uncategorized
Custom Cash,03/18/2023,PIROSHKY PIROSHKY BAKE SEATTLE WA,22.01,Uncategorized
Custom Cash,03/18/2023,SIREN STORE 22344 SEATTLE WA,35.28,Uncategorized
Custom Cash,03/15/2023,CHIPOTLE ONLINE 9495244000 CA null XXXXXXXXXXXX9868,12.68,Uncategorized
Custom Cash,03/14/2023,"ONLINE PAYMENT, THANK YOU",-180.36,Uncategorized
Custom Cash,03/14/2023,CHIPOTLE ONLINE 9495244000 CA null XXXXXXXXXXXX9868,12.68,Uncategorized
Custom Cash,03/13/2023,DUMPLING HOME SAN FRANCISCO CA,77.0,Uncategorized
Custom Cash,03/12/2023,IN N OUT BURGER 303 ALAMEDA CA null XXXXXXXXXXXX9868,5.98,Uncategorized
Custom Cash,03/11/2023,CHIPOTLE ONLINE 9495244000 CA null XXXXXXXXXXXX9868,12.68,Uncategorized
Custom Cash,03/10/2023,CHIPOTLE ONLINE 9495244000 CA null XXXXXXXXXXXX9868,12.68,Uncategorized
Custom Cash,03/09/2023,CHIPOTLE ONLINE 9495244000 CA null XXXXXXXXXXXX9868,12.68,Uncategorized
Custom Cash,03/08/2023,CHIPOTLE ONLINE 9495244000 CA null XXXXXXXXXXXX9868,12.68,Uncategorized
Custom Cash,03/05/2023,AUTOPAY 220726015819110RAUTOPAY AUTO-PMT,-1.99,Uncategorized
Custom Cash,03/05/2023,"ONLINE PAYMENT, THANK YOU",-65.88,Uncategorized
Custom Cash,03/04/2023,CHIPOTLE ONLINE 9495244000 CA null XXXXXXXXXXXX9868,12.68,Uncategorized
Custom Cash,03/02/2023,TST* Fish & Bird Sousa Berkeley CA,84.02,Uncategorized
Custom Cash,02/23/2023,CHIPOTLE ONLINE 9495244000 CA null XXXXXXXXXXXX9868,12.68,Uncategorized
Custom Cash,02/23/2023,SQ *AKI JAPANESE RESTA Berkeley CA,15.52,Uncategorized
Custom Cash,02/21/2023,1053PEPSIVEN9147678600 HAYWARD CA null XXXXXXXXXXXX9868,2.75,Uncategorized
Custom Cash,02/16/2023,AUTOPAY 220726015819110RAUTOPAY AUTO-PMT,-350.98,Uncategorized
Custom Cash,02/05/2023,AUTOPAY 220726015819110RAUTOPAY AUTO-PMT,-350.98,Uncategorized
Custom Cash,02/03/2023,CHIPOTLE 0697 BERKELEY CA null XXXXXXXXXXXX9868,12.68,Uncategorized
Custom Cash,01/26/2023,Amazon Prime*T23GG97G3 8665572820 WA null XXXXXXXXXXXX3184,8.26,Uncategorized
Custom Cash,01/26/2023,1053PEPSIVEN9147678600 HAYWARD CA,2.75,Uncategorized
Custom Cash,01/25/2023,Subway 50177 Berkeley CA null XXXXXXXXXXXX9868,12.17,Uncategorized
Custom Cash,01/22/2023,SHAN DONG RESTAURANT OAKLAND CA,34.0,Uncategorized
Custom Cash,01/18/2023,Subway 50177 Berkeley CA null XXXXXXXXXXXX9868,15.28,Uncategorized
Custom Cash,01/16/2023,AUTOPAY 220726015819110RAUTOPAY AUTO-PMT,-104.57,Uncategorized
Custom Cash,01/16/2023,TST* Bodega SF San Francisco CA,79.0,Uncategorized
Custom Cash,01/15/2023,DUMPLING HOME SAN FRANCISCO CA,223.17,Uncategorized
Custom Cash,01/08/2023,CHIPOTLE ONLINE 9495244000 CA null XXXXXXXXXXXX9868,43.22,Uncategorized
Custom Cash,01/07/2023,HANCOOK. OAKLAND CA,45.47,Uncategorized
Custom Cash,01/06/2023,RIVER RANCH LODGE TAHOE CITY CA,58.0,Uncategorized
Custom Cash,01/05/2023,AUTOPAY 220726015819110RAUTOPAY AUTO-PMT,-104.57,Uncategorized
Custom Cash,01/02/2023,TST* PARIS BAGUETTE - LA HABRA CA null XXXXXXXXXXXX9868,16.24,Uncategorized
Custom Cash,01/02/2023,RESORT AT SQUAW CREEK OLYMPIC VALLE CA,124.02,Uncategorized
Custom Cash,01/01/2023,MOO BONG RI. OAKLAND CA,50.0,Uncategorized
Custom Cash,02/21/2024,"ONLINE PAYMENT, THANK YOU",-31.99,Uncategorized
Custom Cash,02/15/2024,Subway 25044 7344857827 MI null XXXXXXXXXXXX9868,9.32,Uncategorized
Custom Cash,02/14/2024,Subway 25044 7344857827 MI null XXXXXXXXXXXX9868,10.0,Uncategorized
Custom Cash,02/11/2024,"ONLINE PAYMENT, THANK YOU",-57.21,Uncategorized
Custom Cash,02/10/2024,CHIPOTLE 1158 ANN ARBOR MI null XXXXXXXXXXXX9868,12.67,Uncategorized
Custom Cash,02/07/2024,"ONLINE PAYMENT, THANK YOU",-116.83,Uncategorized
Custom Cash,02/06/2024,DOMINO'S 1118 ANN ARBOR MI null XXXXXXXXXXXX9868,57.21,Uncategorized
Custom Cash,02/05/2024,TST* MIZU SUSHI Holland MI,70.0,Uncategorized
Custom Cash,02/05/2024,TST* MIZU SUSHI Holland MI,16.33,Uncategorized
Custom Cash,02/02/2024,SLURPING TURTLE - ANN ANN ARBOR MI,30.5,Uncategorized
Custom Cash,01/26/2024,"ONLINE PAYMENT, THANK YOU",-275.48,Uncategorized
Custom Cash,01/23/2024,Subway 25044 7344857827 MI null XXXXXXXXXXXX9868,11.65,Uncategorized
Custom Cash,01/15/2024,STARBUCKS 800-782-7282 800-782-7282 WA null XXXXXXXXXXXX9868,25.0,Uncategorized
Custom Cash,01/12/2024,BOYNE MTN F&B -DIN BOYNE FALLS MI,139.0,Uncategorized
Custom Cash,01/10/2024,K&D BISTRO YPSILANTI MI,13.73,Uncategorized
Custom Cash,01/09/2024,Subway 25044 7344857827 MI null XXXXXXXXXXXX9868,12.5,Uncategorized
Custom Cash,01/05/2024,TST* TOMUKUN KOREAN BB Ann Arbor MI,73.6,Uncategorized
Custom Cash,01/03/2024,"ONLINE PAYMENT, THANK YOU",-152.08,Uncategorized
